Station Name: PHOENIX PARK,,,,,,,,
Station Height: 48 M ,,,,,,,,
Latitude:53.364  ,,,,,,,,
,,,,,,,,
,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,
ind:   -  Indicator (i),,,,,,,,
,,,,,,,,
date,maxtp,mintp,igmin,gmin,rain,cbl,soil,Good weather
02-Oct-07,16.6,11.5,0,12.2,1.3,1014.4,14.9,
03-Oct-07,16.6,7.6,0,6.8,4.6,1009.4,13.96,
04-Oct-07,17.3,5.2,0,-0.2,0.1,1015.6,12.395,
05-Oct-07,17.9,5.6,0,1.6,0.1,1018.4,12.415,
06-Oct-07,17,4.8,0,0.6,0,1018.4,12.275,
07-Oct-07,15.3,6.4,0,2.2,0.1,1017.4,12.43,
08-Oct-07,16.7,10.1,0,4.1,0.1,1016.8,13.325,
09-Oct-07,17.8,8.3,0,10.6,0,1017.5,14.453,
10-Oct-07,17.2,7.1,0,1.4,0.1,1022.2,13.078,
11-Oct-07,18,13.6,0,4.9,0,1021,14.547,
12-Oct-07,17.5,13.6,0,12.6,0,1020.4,15.44,
13-Oct-07,16,8.7,0,11.5,0,1016.8,14.408,
14-Oct-07,17.9,7.4,0,2.3,0.1,1010.4,12.745,
15-Oct-07,16,9.6,0,4.2,0.5,1003.3,12.53,
16-Oct-07,15,5.6,0,3.8,0,1006.3,11.975,
17-Oct-07,13.2,4.4,0,-1,0.1,1017.9,9.818,
18-Oct-07,14.6,1.4,0,-2.6,0,1026.7,9.499,
19-Oct-07,16.1,5,0,3,0,1028.2,11.517,
20-Oct-07,14.7,3.8,0,-0.7,0,1027.2,10.3,
21-Oct-07,14.6,9.6,0,3.6,0,1019.8,11.31,
22-Oct-07,14.3,10.5,0,7.7,2.7,1012.6,11.693,
23-Oct-07,15.5,4.3,0,1.5,0,1017.9,11.238,
24-Oct-07,13.6,1.7,0,-3.3,0.1,1022.3,8.464,
25-Oct-07,12.8,2.4,0,-2.4,0,1018.7,8.841,
26-Oct-07,14.3,3.3,0,-1.9,0.4,1012.3,9.84,
27-Oct-07,19.1,5.2,0,0.5,0.1,1007.5,11.145,
28-Oct-07,16.6,6.2,0,7.5,8.6,1000.9,12.255,
29-Oct-07,12.1,4.4,0,-0.7,0.1,1008.3,8.833,
30-Oct-07,14.4,5.6,0,0.2,0.2,1016.4,9.224,
31-Oct-07,15,12,0,10.2,0.3,1020.5,11.792,
01-Nov-07,17,12.9,0,9.4,0,1024.8,12.593,
02-Nov-07,15.4,6.5,0,1.2,0.3,1028.8,11.427,
03-Nov-07,13.3,9.2,0,3.4,0.1,1027,11.307,
04-Nov-07,13.8,10.3,0,9.6,0.1,1024.1,12.04,
05-Nov-07,12.3,4.6,0,5.9,0.1,1024.2,11,
06-Nov-07,12,3.7,0,-1.6,0,1029.2,8.281,
07-Nov-07,13.2,9.1,0,2.7,0.1,1022.5,10.025,
08-Nov-07,13,4.7,0,8.9,2,1015.5,9.83,
09-Nov-07,10.1,4.2,0,-0.6,0.1,1023.8,7.414,
10-Nov-07,12.6,8.6,0,3.7,0,1018.9,9.123,
11-Nov-07,12.2,1.2,0,6.9,0,1017.3,9.387,
12-Nov-07,8.5,-0.3,0,-3.7,0,1018.8,6.274,
13-Nov-07,10.6,6.3,0,2.3,0.1,1014,8.132,
14-Nov-07,12.1,5.6,0,1.7,11.7,1016.6,8.578,
15-Nov-07,10.4,7.3,0,2.5,1,1020.2,9.528,
16-Nov-07,11.7,7,0,6.3,0,1019.8,9.365,
17-Nov-07,10.6,6.5,0,3.5,12.4,1007.7,8.81,
18-Nov-07,7.6,3.7,0,-0.2,13.6,993.7,7.977,
19-Nov-07,8.9,4.4,0,4.1,9.3,991.8,7.37,
20-Nov-07,10.1,4.6,0,5,0.5,996.1,7.454,
21-Nov-07,8.5,4.6,0,-1.1,1.5,995,7.158,
22-Nov-07,8.3,3.1,0,-0.3,0.1,1005.4,6.027,
23-Nov-07,4.8,-2.8,0,-2.6,0,1019.3,4.362,
24-Nov-07,10.4,0.6,0,-7.4,0.8,1018.1,5.421,
25-Nov-07,10.9,7.3,0,4.4,0.1,1021.1,7.527,
26-Nov-07,11.2,8.9,0,3.6,0.7,1026.2,9.227,
27-Nov-07,11.6,6.3,0,2.5,0,1019.2,8.663,
28-Nov-07,12.2,6.3,0,4.2,1.1,1005.1,8.858,
29-Nov-07,10.8,3.1,0,-0.6,1.3,1000.2,6.014,
30-Nov-07,13.5,4.3,0,0.6,5.7,990.8,8.368,
01-Dec-07,7.3,3.8,0,0.9,1.7,987.4,5.832,
02-Dec-07,9.4,4.4,0,2.3,8.3,983.7,6.268,
03-Dec-07,8.6,3.4,0,-0.2,0.4,998.4,4.898,
04-Dec-07,14.8,6.9,0,1,1.6,997.3,8.203,
05-Dec-07,13.3,8,0,7.2,0.1,994.6,8.535,
06-Dec-07,14.6,7.6,0,5.4,10.7,993.3,8.727,
07-Dec-07,9.7,2.7,0,2.6,2.3,995.1,6.902,
08-Dec-07,12.2,2.7,0,-1.5,10.3,989.3,5.833,
09-Dec-07,7.8,4.2,0,1.8,0.8,982.7,5.868,
10-Dec-07,6.1,-0.8,0,-2.7,0,1011.2,3.303,
11-Dec-07,9.3,-0.6,0,-6.1,0.1,1022.9,3.13,
12-Dec-07,11.6,5.2,0,-0.1,0.5,1024.1,6.163,
13-Dec-07,10.1,3.8,0,-0.9,0,1027.3,5.766,
14-Dec-07,9.6,1.6,0,-0.6,0,1027.8,4.717,
15-Dec-07,6.2,1.3,0,-3.1,0,1027.1,4.002,
16-Dec-07,6.3,2,0,1.9,0,1028.2,4.668,
17-Dec-07,7.9,-0.3,0,-6,0,1029.6,2.581,
18-Dec-07,6.3,3.6,0,-4.7,0,1030.6,4.164,
19-Dec-07,7,-1.5,0,-5.7,0,1030.2,3.075,
20-Dec-07,7.8,2.5,0,-5.2,0,1024.1,2.871,
21-Dec-07,3.9,-5.2,0,-9.7,0,1016.9,1.613,
22-Dec-07,9.2,0.2,0,-8.9,1.4,1016.2,1.604,
23-Dec-07,10.6,-1.9,0,-6.9,0,1014.9,1.71,
24-Dec-07,10.9,0.9,0,-1.3,4.7,1008.8,4.626,
25-Dec-07,7.7,-2.2,0,-7.3,1,1005.5,2.117,
26-Dec-07,11.4,4.2,0,-6.5,0,1009.8,3.732,
27-Dec-07,12.2,9.8,0,5.9,12,1006.8,7.372,
28-Dec-07,13,3.8,0,9,6.2,998.7,7.713,
29-Dec-07,7.9,3.3,0,1.2,2.6,1004.6,4.549,
30-Dec-07,8.9,4,0,-1.7,0.3,1017.8,4.891,
31-Dec-07,12.7,8.9,0,0,0.1,1016.6,7.064,
01-Jan-08,11.5,7.5,0,7.8,0,1011.6,7.795,
02-Jan-08,8.2,4.2,0,5.2,0.2,1003.6,6.382,
03-Jan-08,4.7,-0.2,0,1.2,1.7,997.5,3.633,
04-Jan-08,8.7,-2.2,0,-5.1,1,986.2,2.915,
05-Jan-08,5.7,2.3,0,-2.2,0.9,987.9,2.865,
06-Jan-08,6.8,0.8,0,-5.7,2,993.3,2.13,
07-Jan-08,6.2,3.3,0,-3,0.7,993.7,3.376,
08-Jan-08,10.5,1.6,0,-0.5,9.4,992.9,3.718,
09-Jan-08,8.3,0.9,0,-1.2,9.5,992.6,2.523,
10-Jan-08,9.1,2.3,0,-0.4,9.6,985.7,4.51,
11-Jan-08,3.8,-1.3,0,-5.9,0,992,1.911,
12-Jan-08,11.6,1.2,0,-6,1.9,992.6,1.772,
13-Jan-08,11.7,5.1,0,-3.9,2,983.2,6.107,
14-Jan-08,9,5.6,0,-0.4,2,979.5,5.162,
15-Jan-08,8.8,3.7,0,2.9,0.6,973.5,5.194,
16-Jan-08,6.1,1.7,0,-2.2,0.5,984,3.963,
17-Jan-08,8.7,2.9,0,0.4,10.1,989.5,5.212,
18-Jan-08,13.4,5.6,0,2.3,7.4,995.8,6.89,
19-Jan-08,11.1,8.4,0,7.4,11.2,1005.9,7.998,
20-Jan-08,12.5,8.7,0,7.7,4.9,1008.4,9.238,
21-Jan-08,11.9,0.5,0,8.5,4.7,1004.1,8.493,
22-Jan-08,11.5,0.4,0,-4,3.6,1013.5,5.792,
23-Jan-08,14.7,8.1,0,5.3,3.8,1009.4,8.93,
24-Jan-08,8.2,3,0,0.9,2,1016.9,5.542,
25-Jan-08,11.3,6.9,0,1.8,0,1022.4,6.262,
26-Jan-08,10.9,7.9,0,6.4,0,1023.2,6.981,
27-Jan-08,11.3,5.4,0,5.3,0,1025.3,6.741,
28-Jan-08,11,3.6,0,-2.2,0,1022.2,5.344,
29-Jan-08,11.4,1.8,0,-0.1,4.2,1017.6,7.185,
30-Jan-08,6.8,0.3,0,-3.2,0,1013.3,4.027,
31-Jan-08,7.4,1.9,0,-1.3,5.7,995.1,4.485,
01-Feb-08,3.7,-1.8,0,-0.1,0,997.5,3.111,
02-Feb-08,8.9,-1.8,0,-6.8,0,997.5,2.316,
03-Feb-08,8.9,0.3,0,-1.4,2.9,982.1,4.774,
04-Feb-08,9.6,0.1,0,-5.2,1.5,984,3.654,
05-Feb-08,10,4,0,2.1,1.1,987.5,5.661,
06-Feb-08,9.7,1.4,0,-3,0.3,1009.9,4.648,
07-Feb-08,15.5,9.6,0,-1.8, ,1016.8,7.863,
08-Feb-08,12.6,10.3,0,8.3,0.1,1016,8.625,
09-Feb-08,13.6,4.3,0,4.9,0,1019.7,7.644,
10-Feb-08,9.4,1.9,0,-3.3,0,1025.9,5.919,
11-Feb-08,12.2,-2.6,0,-6.4,0,1024.8,4.491,
12-Feb-08,12.6,-3.2,0,-7.1,0,1028.3,3.77,
13-Feb-08,13.1,-0.9,0,-6,0,1031.2,3.923,
14-Feb-08,6.9,-2.5,0,-6.9,0,1031.9,3.553,
15-Feb-08,7.5,0.8,0,0.5,0,1033.2,5.199,
16-Feb-08,7.7,-2.4,0,-4.6,0,1035.3,4.187,
17-Feb-08,7,-5.1,0,-9.3,0,1033.2,2.789,
18-Feb-08,7.9,-2.3,0,-4.6,0,1026.7,3.274,
19-Feb-08,9.3,-5.8,0,-9.8,0,1017.3,2.669,
20-Feb-08,9.3,-2.5,0,-7.1,0,1011.3,3.284,
21-Feb-08,12.2,6,0,1.4,0.1,1009.1,5.971,
22-Feb-08,12.5,7,0,8.5,0.8,1012.5,7.662,
23-Feb-08,12.7,7.3,0,1.6,0,1011.6,7.358,
24-Feb-08,10.8,2.6,0,3.5,3.9,1008.4,7.11,
25-Feb-08,11.1,2.9,0,-2.9,0.5,1001.9,5.252,
26-Feb-08,10.6,5,0,3.1,0.4,998.6,6.35,
27-Feb-08,10.4,2.6,0,-2.7,0.1,1010.2,5.648,
28-Feb-08,9.7,2.1,0,-3,0,1013.2,5.56,
29-Feb-08,12.1,5,0,-0.1,4.1,1001.1,6.425,
01-Mar-08,11.8,5.2,0,2.5,0.2,1000,6.792,
02-Mar-08,11.2,1.5,0,2.7,0.6,1003.4,7.308,
03-Mar-08,5.9,0,0,-2.4,1.1,1006.2,5.186,
04-Mar-08,9.9,0.5,0,-4.6,0,1021.9,5.183,
05-Mar-08,10.6,2.9,0,-3.2,0.2,1025.6,6.229,
06-Mar-08,11.2,4.4,0,6.9,2,1009.5,7.952,
07-Mar-08,10.3,2.5,0,-0.3,1.3,1000,6.839,
08-Mar-08,11.8,3.6,0,4.1,2.2,991.3,7.882,
09-Mar-08,8.1,2.3,0,-1.8,0.7,975.2,5.67,
10-Mar-08,9.4,2.9,0,-0.4,9.8,962.5,6.371,
11-Mar-08,12.2,1.8,0,1,5,974.7,6.306,
12-Mar-08,9.2,3.4,0,0.4,4.4,988.8,6.137,
13-Mar-08,12.2,3,0,0.3,2.7,1001.2,6.163,
14-Mar-08,9.5,2.2,0,-1.6,0.1,1002.9,5.925,
15-Mar-08,9.4,6.5,0,6.1,18.8,997.2,7.381,
16-Mar-08,8.4,3.8,0,5.2,5.8,1005.2,7.269,
17-Mar-08,9.1,2.6,0,-0.4,0.3,1015.2,6.724,
18-Mar-08,9.2,-2.6,0,-4.5,0,1019.2,5.497,
19-Mar-08,9.8,-1.5,0,-4,0,1022.2,5.559,
20-Mar-08,10.4,3.1,0,-0.8,0.4,1008.2,6.36,
21-Mar-08,10.1,2.1,0,1.1,1.6,996.9,7.104,
22-Mar-08,8.2,1.1,0,-2.4,0,1004.8,5.248,
23-Mar-08,9.2,1.5,0,-1,0.4,1001.7,6.079,
24-Mar-08,9.4,1,0,1.2,0.5,1000.6,7.055,
25-Mar-08,11.1,0.6,0,-2.2,0.9,1000.5,6.403,
26-Mar-08,10.4,1.9,0,-0.2,0.3,994.2,7.744,
27-Mar-08,11.4,1.7,0,-1.1,0.1,992.1,7.819,
28-Mar-08,11,3.2,0,4.9,5.2,986.3,8.668,
29-Mar-08,13.4,3.2,0,0.2,2.4,987.8,7.044,
30-Mar-08,12.4,3.4,0,-0.7,26.3,990.3,8.058,
31-Mar-08,12.2,2.7,0,1.2,7,1003,9.422,
01-Apr-08,13.1,7.8,0,5.1,0.6,1009.2,9.812,
02-Apr-08,15.3,7.4,0,4.6,1.4,1020.9,10.967,
03-Apr-08,17,8.6,0,4.9,0,1025.8,12.283,
04-Apr-08,15.2,4,0,5.1,0.9,1021.5,12.805,
05-Apr-08,10.8,0.5,0,2.2,0.1,1016,9.77,
06-Apr-08,8,-0.9,0,-1,0.7,1007.8,7.116,
07-Apr-08,9.7,-0.5,0,-0.9,3.7,999.8,7.438,
08-Apr-08,9.8,-0.1,0,-0.9,0.1,997.2,7.359,
09-Apr-08,10,2.9,0,2,0,994,8.588,
10-Apr-08,11.3,3.5,0,1.1,0.7,987.9,9.354,
11-Apr-08,10.9,1.7,0,0.8,1.8,986.6,9.585,
12-Apr-08,8.3,1.5,0,1,7.4,994.8,8.412,
13-Apr-08,11.6,1.7,0,1.2,4,1005.6,9.488,
14-Apr-08,12.2,0.9,0,0.9,0,1015.2,9.448,
15-Apr-08,13.3,0.9,0,0,0,1017,9.64,
16-Apr-08,11.3,1.7,0,0.6,0,1012,9.585,
17-Apr-08,8.3,5.5,0,4.5,0,1003.7,8.735,
18-Apr-08,9,4.4,0,2.5,0,997.3,7.74,
19-Apr-08,9.4,6.2,0,5.4,1,996.9,8.055,
20-Apr-08,7.9,6.3,0,6.2,2.2,1000.6,7.7,
21-Apr-08,12.2,7.2,0,6.9,0,1004,9.983,
22-Apr-08,14.6,6.1,0,4.3,0.8,1003.5,12.172,
23-Apr-08,17.2,5,0,3.9,0.3,1005.9,13.01,
24-Apr-08,14.7,7.1,0,6.6,4.1,1009.3,12.843,
25-Apr-08,15.8,7.5,0,4.1,0.3,1014,12.07,
26-Apr-08,16.7,5.8,0,9.4,0.2,1010.4,13.318,
27-Apr-08,14.3,4,0,3.4,0.3,1004.5,12.23,
28-Apr-08,14,4.5,0,7.1,7.3,995.2,12.398,
29-Apr-08,12,1.5,0,2.3,0,989.8,11.852,
30-Apr-08,11.9,4.8,0,5.1,0.7,988.1,11.262,
01-May-08,14.7,4.5,0,3.3,0.1,997.6,12.347,
02-May-08,17,2.7,0,3,0,1008.7,13.017,
03-May-08,18.3,10,0,10.2,1.2,1009.6,15.06,
04-May-08,19.9,10.2,0,11.4,0.2,1011.8,16.845,
05-May-08,16.7,6.5,0,6,0,1018.8,16.55,
06-May-08,19.7,8.6,0,9.5,0,1017,18.017,
07-May-08,20.4,7.3,0,7.4,0,1012.5,18.565,
08-May-08,20.4,9.5,0,9,0.1,1006.8,18.997,
09-May-08,16,12,0,13.8,0.7,1007.3,17.177,
10-May-08,16.8,11.4,0,13.3,3.5,1013.2,16.29,
11-May-08,20.1,9.1,0,9.4,0,1015.2,18.278,
12-May-08,18.8,9.7,0,12.1,0,1014.5,19.753,
13-May-08,15.8,9.8,0,8.9,0,1015.7,19.283,
14-May-08,15.5,9.4,0,9.6,0,1012.1,19.263,
15-May-08,13.8,6.5,0,4.9,0,1007.8,18.987,
16-May-08,15.8,5.2,0,3.3,0,1004.9,18.86,
17-May-08,15,5.1,0,2.8,0.1,1005.7,18.542,
18-May-08,13.8,5.3,0,10.2,7,1010.6,17.842,
19-May-08,15.4,4.8,0,3.1,0,1012.5,15.538,
20-May-08,14.3,3.8,0,2.3,0,1011.4,15.625,
21-May-08,15.3,10.1,0,8.9,1.4,1008,17.157,
22-May-08,13.9,9.9,0,10.5,11.7,1005.3,14.592,
23-May-08,17.7,9.3,0,7.8,0,1007.1,16.263,
24-May-08,15.9,10.6,0,10.9,0.1,1011,17.5,
25-May-08,17.4,8.8,0,8.4,0.2,1013.4,16.597,
26-May-08,17,9.5,0,10.6,0.9,1012.9,17.062,
27-May-08,11.4,8.9,0,10,10.9,1007.9,13.682,
28-May-08,15.9,10.5,0,11.1,0.1,1001.6,14.613,
29-May-08,18.1,8.6,0,8.1,0,1005.9,15.16,
30-May-08,21.4,10.3,0,10.4,0,1009.8,17.888,
31-May-08,22.1,8.6,0,8.5,0,1012,19.24,
01-Jun-08,19.8,9.6,0,8.7,0,1011,19.27,
02-Jun-08,19.4,8.4,0,8.4,0,1006.8,19.83,
03-Jun-08,19.2,9.3,0,9.7,0,1007.8,19.955,
04-Jun-08,16,8.7,0,7.4,9,1008.2,16.592,
05-Jun-08,13.1,6.2,0,6.6,1.1,1010.9,15.052,
06-Jun-08,18,7.2,0,8.3,0,1013.7,17.462,
07-Jun-08,19.2,7.3,0,7.5,0,1016.5,18.132,
08-Jun-08,20.2,8,0,8,0,1019.4,18.237,
09-Jun-08,23.9,13,0,12,0,1020.2,20.73,
10-Jun-08,20.5,12.7,0,13.9,0,1021.7,21.038,
11-Jun-08,17.2,10.2,0,14.5,3.2,1018.8,19.253,
12-Jun-08,16.4,7.5,0,9.2,0,1017,17.767,
13-Jun-08,16.2,8.6,0,7.2,0,1014.4,17.513,
14-Jun-08,16.5,6.7,0,6.4,0,1011,17.335,
15-Jun-08,15.3,6.3,0,4.7,1.2,1007.8,16.657,
16-Jun-08,16.2,6.2,0,7,0,1006.9,16.752,
17-Jun-08,18.4,9.7,0,8.9,3,1001.9,17.605,
18-Jun-08,16.8,9.1,0,11.8,14.1,995.2,16.765,
19-Jun-08,18.9,7.5,0,7.2,3,1001.3,17.222,
20-Jun-08,18.4,7.3,0,3,0,1009.8,18.025,
21-Jun-08,16.5,9.2,0,5.3,19,1002.8,15.727,
22-Jun-08,15.8,8.9,0,10.9,3.3,999.2,16.48,
23-Jun-08,17,6.8,0,2,0.5,1012.1,16.22,
24-Jun-08,15.9,10.1,0,8.9,2,1006.8,16.283,
25-Jun-08,19.1,11.1,0,9.8,0.7,1003.3,18.087,
26-Jun-08,16.5,9.6,0,6.6,10.9,1006.7,16.868,
27-Jun-08,19.9,8.4,0,3.9,0.6,1006.7,16.948,
28-Jun-08,20.1,13.1,0,11.8,0.3,1008.2,18.395,
29-Jun-08,19.3,10.7,0,6.6,2.6,1008.8,19.09,
30-Jun-08,20.2,11.4,0,7.8,0,1008.1,18.882,
01-Jul-08,17.9,13.2,0,13.1,0.2,1000.8,16.927,
02-Jul-08,18.6,10.5,0,10.2, ,997.7,17.115,
03-Jul-08,14.5,8.6,0,8.1,14.3,1002.8,16.533,
04-Jul-08,18.4,7.3,0,2.8,2.1,1004.2,17.192,
05-Jul-08,17.9,12.2,0,11.7,29.6,996.4,17.858,
06-Jul-08,17.9,11.2,0,11.5,10.7,990.9,18.127,
07-Jul-08,18.8,10.7,0,9.1,3.5,994.2,18.368,
08-Jul-08,19.3,9.9,0,7.4,0,1001,18.837,
09-Jul-08,17.7,11.1,0,8.7,5.2,998.6,17.253,
10-Jul-08,18.2,12.5,0,11.1,4.4,995.3,18.103,
11-Jul-08,16.3,9.9,0,7.2,0,1001.2,17.295,
12-Jul-08,17.3,9.8,0,8.9,1.9,1005.8,17.253,
13-Jul-08,21,6.6,0,3.5,0,1009,19.298,
14-Jul-08,22.6,15.4,0,15.3,0,1014.1,20.45,
15-Jul-08,21.9,12.3,0,13.4,0,1018,20.938,
16-Jul-08,17.3,11.8,0,9.1,0.5,1015.8,18.575,
17-Jul-08,17.7,12.9,0,11.9,0.4,1008.7,18.37,
18-Jul-08,19.8,13.5,0,13,0.9,1002.6,18.815,
19-Jul-08,18.8,10,0,9.7,0.4,1006.1,18.808,
20-Jul-08,19.1,7.5,0,3.6,0,1016.6,18.065,
21-Jul-08,19.8,7,0,2.8,0,1020.5,18.802,
22-Jul-08,21.2,14.4,0,13.9,0,1019.7,20.645,
23-Jul-08,21.2,13.8,0,11.2,0,1016.4,21.713,
24-Jul-08,20.7,14.1,0,13.2,0.1,1009.4,20.705,
25-Jul-08,21.9,15.7,0,14.9,1.3,1004.3,19.987,
26-Jul-08,21.6,13.2,0,10.6,0,1009.5,20.58,
27-Jul-08,22.1,11.4,0,7.8,0,1011.8,21.683,
28-Jul-08,23.3,13.4,0,9.8,1.3,1007.6,22.583,
29-Jul-08,21.6,14.8,0,14.6,7.2,1001.5,22.37,
30-Jul-08,22.2,14.2,0,13,11,1003,21.458,
31-Jul-08,18.4,13.2,0,14.2,6,1000.4,19.308,
01-Aug-08,20.5,10.3,0,6.7,6.4,999,18.177,
02-Aug-08,20.5,12.6,0,8.9,7.3,1002.6,19.48,
03-Aug-08,19.1,13.4,0,11,1.1,1001.4,19.712,
04-Aug-08,20,13.5,0,10.2,0.1,1003,19.51,
05-Aug-08,17.8,13.7,0,12.4,8.6,1002.7,18.368,
06-Aug-08,21.6,13.9,0,14.1,22.4,999.7,18.698,
07-Aug-08,18.5,12.4,0,9.5,2.6,1002,18.103,
08-Aug-08,18.2,11.2,0,11.8,0.2,1007.8,18.775,
09-Aug-08,22.3,12.9,0,9.2,58.7,997.8,19.075,
10-Aug-08,19.2,12.4,0,10.1,0.4,991.4,18.925,
11-Aug-08,19.6,12.4,0,10.5,9.5,987.6,18.9,
12-Aug-08,17.1,9.8,0,11.6,30.7,982,18.03,
13-Aug-08,19.8,8.8,0,5.8,2.6,992.3,17.225,
14-Aug-08,20,9.8,0,7.3,0,1003.7,18.245,
15-Aug-08,18.5,11.1,0,7,0.6,1003.3,18.01,
16-Aug-08,16.2,11.6,0,12.1,16.6,994.6,16.655,
17-Aug-08,18.9,11.5,0,9.6,2.2,992.6,17.638,
18-Aug-08,19.8,13.1,0,12.1,6.5,986.9,17.65,
19-Aug-08,19.4,12.7,0,10.4,1,994.6,18.23,
20-Aug-08,18.6,13.2,0,12.2,3.5,1001.9,18.63,
21-Aug-08,20.2,10.4,0,13.1,1,1007.2,18.888,
22-Aug-08,17.8,9.9,0,6.9,0,1011.8,17.92,
23-Aug-08,17.2,8.5,0,5.7,3.5,1004.1,16.312,
24-Aug-08,20.2,11,0,7.6,0.1,998.3,18.16,
25-Aug-08,18.9,14.3,0,12.6,1.4,1002.2,18.04,
26-Aug-08,20.5,14.9,0,14.1,0,1009.3,18.475,
27-Aug-08,18.5,15.3,0,13.8,0.1,1013.2,18.13,
28-Aug-08,22.2,14.8,0,14.4,0.2,1014.3,18.903,
29-Aug-08,18.5,13.9,0,12.5,0,1012.8,18.942,
30-Aug-08,18.3,11.5,0,9.2,0,1008,17.568,
31-Aug-08,18.7,11.4,0,8.6,0.1,1004.2,17.495,
01-Sep-08,18.4,9.4,0,8.3,3.8,999.3,17.235,
02-Sep-08,17.4,8.2,0,5.3,4.4,992.1,15.983,
03-Sep-08,17.2,8.6,0,5.2,9.1,989.1,14.958,
04-Sep-08,17.3,9.2,0,6.2,0.1,989.4,16.138,
05-Sep-08,15.7,8.8,0,6.2,45.6,985,14.802,
06-Sep-08,15.3,9.4,0,11.8,7.3,993.1,15.233,
07-Sep-08,18,6.8,0,3.4,0,1003.5,15.062,
08-Sep-08,18.2,8.9,0,7.2,0,1004.5,16.077,
09-Sep-08,19.5,10.7,0,12.3,7.4,996.4,16.92,
10-Sep-08,17.7,9.1,0,5.2,2.1,993.4,14.76,
11-Sep-08,17.8,9.9,0,10.3,1.7,994.4,15.7,
12-Sep-08,20.3,10.3,0,6.6,2.5,1006.7,16.26,
13-Sep-08,19.5,9.1,0,7.5,0.1,1013.6,16.465,
14-Sep-08,16.4,11.8,0,9.5,12,1015.9,16.182,
15-Sep-08,16,11.4,0,12.1,5.5,1016.4,16.003,
16-Sep-08,14.1,11.3,0,9.6,3.4,1017.7,15.05,
17-Sep-08,14.3,8,0,5.4,0.1,1017,14.86,
18-Sep-08,18.4,6.7,0,4.2,0.9,1016.7,15.352,
19-Sep-08,17,12.1,0,11.8,0,1020.4,16.502,
20-Sep-08,20.9,9.6,0,12.8,0,1022.2,17.837,
21-Sep-08,18.5,7.8,0,5.3,0,1021.9,15.548,
22-Sep-08,16,6.7,0,3.7,0,1024.8,15.19,
23-Sep-08,14.7,4.8,0,2.3,0,1024.3,13.6,
24-Sep-08,15.9,5.2,0,2.3,0,1024.8,12.845,
25-Sep-08,17.8,7,0,4.1,0,1027.9,14.193,
26-Sep-08,18.7,7,0,3.8,0,1028.4,13.808,
27-Sep-08,17.8,6.4,0,2.1,0,1025.1,13.56,
28-Sep-08,15.8,7.8,0,10,0.2,1021.6,15.225,
29-Sep-08,14.4,7.4,0,3.6,0.9,1012.6,13.275,
30-Sep-08,15.1,10.4,0,11,6.2,998.9,14.155,
01-Oct-08,12.9,5.1,0,5.8,1.3,995.4,12.73,
02-Oct-08,11.8,3.5,0,-0.4,0.1,1003.8,10.23,
03-Oct-08,11.7,2.6,0,-1.8,0.1,1011.6,9.727,
04-Oct-08,15.8,7.5,0,4.1,18.2,999.8,11.743,
05-Oct-08,13.2,2.8,0,3.5,4.5,996.6,11.562,
06-Oct-08,17.5,2.5,0,-1, , ,10.608,
07-Oct-08,14.3,7.1,0,10, ,996.9,12.528,
08-Oct-08,16.3,5.7,0,1.2,0.1,1011.9,10.85,
09-Oct-08,15.4,5.5,0,0.9,0.4,1016.2,10.448,
10-Oct-08,16.6,11,0,12.7,11.6,1013.2,13.785,
11-Oct-08,15.5,7,0,7.5,0,1016.1,13.215,
12-Oct-08,15.9,3.7,0,0.5,0,1013.8,10.835,
13-Oct-08,17.6,9.2,0,6.7,0,1010.2,12.925,
14-Oct-08,12.6,7.4,0,6.8,18.2,1009.7,12.185,
15-Oct-08,13.8,5.6,0,4.2,2.8,1006.6,11.235,
16-Oct-08,12.9,4.6,0,0.5,0.1,1011.3,9.212,
17-Oct-08,13.5,4.7,0,0.1,0,1012.9,9.065,
18-Oct-08,14.7,7.3,0,2.2,0.4,1009.6,9.693,
19-Oct-08,15.1,9.9,0,6.1,0.1,1000.3,11.148,
20-Oct-08,14.9,5.7,0,7.6,1.9,992.9,11.015,
21-Oct-08,11.6,3.8,0,-0.1,0.1,1002.7,8.168,
22-Oct-08,13.3,5.2,0,0.5,0,1010.5,8.441,
23-Oct-08,15.4,7.3,0,7.5,6.6,1001.3,10.833,
24-Oct-08,12.3,5.8,0,2.3,0,1012.2,8.773,
25-Oct-08,13.8,9.2,0,4.9,10.5,1011.7,9.96,
26-Oct-08,12.7,4,0,5.4,1.8,1006.7,10.18,
27-Oct-08,9.4,1.7,0,-1.2,0,1007.6,6.486,
28-Oct-08,5.6,-1.2,0,-2.9,0,1010,4.431,
29-Oct-08,6.4,-1,0,-5,6,998.2,3.477,
30-Oct-08,7.4,3.5,0,0.2,6.6,995.4,5.187,
31-Oct-08,9,2,0,-0.7,0,1007.9,4.539,
01-Nov-08,8.9,3.1,0,0.5,7.8,1011.2,5.199,
