Station Name: PHOENIX PARK,,,,,,,,
Station Height: 48 M ,,,,,,,,
Latitude:53.364  ,,,,,,,,
,,,,,,,,
,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,
ind:   -  Indicator (i),,,,,,,,
,,,,,,,,
date,maxtp,mintp,igmin,gmin,rain,cbl,soil,Good weather
28-May-17,16.6,9.1,0,9.2,0.1,1012.1,16.958,
29-May-17,18.6,11.2,0,12.3,2.1,1007.4,17.105,
30-May-17,19.3,9.6,0,12.6,0.4,1009.8,18.51,
31-May-17,19.7,8.7,0,3.6,0,1013.1,18.097,
01-Jun-17,17.6,11.9,0,10.3,1.5,1010.5,16.637,
02-Jun-17,19.3,9.6,0,9.4,0.4,1009.6,18.775,
03-Jun-17,17.7,7.9,0,5.1,4.5,1007.3,18.188,
04-Jun-17,17.6,6,0,1.9,3.4,1003.6,17.503,
05-Jun-17,15.8,9.5,0,8.9,11.6,993.6,15.948,
06-Jun-17,17.6,8.2,0,6,0.1,994.9,16.46,
07-Jun-17,16.5,7.8,0,4.8,3,1002.2,15.892,
08-Jun-17,19.9,10.4,0,12.6,16.3,995.7,17.265,
09-Jun-17,19,9.1,0,4.6,4.4,1000.1,17.44,
10-Jun-17,20.8,12,0,11.4,8.3,1000.2,17.688,
11-Jun-17,18.5,12.6,0,10.4,1.8,1001.4,17.038,
12-Jun-17,17.9,11.4,0,10.6,1.7,1008.1,16.763,
13-Jun-17,20.9,13.2,0,11.5,0,1011.2,18.972,
14-Jun-17,21.2,12,0,8.9,0,1007.1,19.278,
15-Jun-17,18.5,11.4,0,9.2,0.5,1008,19.272,
16-Jun-17,21.8,11.7,0,8.3,0,1016.6,18.84,
17-Jun-17,26.8,13.1,0,9,0,1019.3,23.08,
18-Jun-17,24.4,12.3,0,8.9,0,1017.4,24.2,
19-Jun-17,25.2,12,0,8.8,0,1015.2,24.382,
20-Jun-17,19.7,12.7,0,11,0,1013.3,24.128,
21-Jun-17,28.6,13.1,0,10.3,1.6,1006.4,24.035,
22-Jun-17,19.8,14.4,0,14.9,0,1006.3,23.517,
23-Jun-17,18.7,11.7,0,13.2,0.8,1005.4,20.245,
24-Jun-17,20.9,11.3,0,8.3,0,1006.3,21.003,
25-Jun-17,18.5,10.9,0,11.2,1.5,1007.1,20.737,
26-Jun-17,16.4,6.6,0,2.5,7.4,1006.6,19.237,
27-Jun-17,23.4,11.8,0,11,14.4,999.1,19.952,
28-Jun-17,15.1,12.1,0,8.4,6.8,995.5,17.18,
29-Jun-17,13.4,9.9,0,8,4.2,997.3,14.76,
30-Jun-17,14.7,7.9,0,9.8,1.4,1005.9,14.085,
01-Jul-17,18.3,6.8,0,1.1,0.2,1012.8,15.073,
02-Jul-17,20.5,8.2,0,2.4,0.2,1015.1,16.775,
03-Jul-17,18.1,13.5,0,11.8,0.9,1013.7,17.948,
04-Jul-17,21.6,14.2,0,12.9,0,1012.4,19.407,
05-Jul-17,19,13.5,0,13.4,0,1012.9,20.98,
06-Jul-17,22.6,13.1,0,11.1,0,1009.9,21.645,
07-Jul-17,19.7,11.1,0,9.5,0,1011.9,20.052,
08-Jul-17,21.9,8.4,0,3.7,0,1012.1,20.88,
09-Jul-17,21.1,13.8,0,9.4,0,1007,22.472,
10-Jul-17,17.5,12.3,0,12.7,3.3,1003.4,20.103,
11-Jul-17,15.2,8.3,0,12,3.4,1003.6,17.478,
12-Jul-17,19.6,7.4,0,2.1,0,1010.8,17.862,
13-Jul-17,21.4,9,0,4.1,0,1013.1,19.35,
14-Jul-17,21.1,12,0,10.9,0.1,1014.4,20.53,
15-Jul-17,25.2,15.2,0,14.4,0.3,1011.7,21.747,
16-Jul-17,21,12,0,12.3,1.4,1016.9,22.135,
17-Jul-17,24.5,9.5,0,4.5,0,1018.3,22.507,
18-Jul-17,23.4,10.2,0,5.3,0,1008.9,22.78,
19-Jul-17,19.9,9,0,13.2,9.8,998.5,20.483,
20-Jul-17,17.6,8.7,0,5,1.8,998.7,18.14,
21-Jul-17,17.9,11.6,0,10.8,6.2,991.7,17.51,
22-Jul-17,18.7,11.1,0,6.5,0,999.9,17.73,
23-Jul-17,21.6,12.9,0,9.9,0,1007.9,19.47,
24-Jul-17,23.9,11.6,0,7.2,0,1013,21.775,
25-Jul-17,19.8,13.8,0,10.9,0,1007.8,22.005,
26-Jul-17,20.1,10.7,0,14.4,6.9,997.2,21.002,
27-Jul-17,18.8,11.2,0,7.5,1.5,996.1,18.465,
28-Jul-17,20.3,12.1,0,10.8,0.2,995.7,19.12,
29-Jul-17,20,12.2,0,10.2,0,997.5,19.153,
30-Jul-17,19,11.3,0,9.2,4.8,995.9,18.725,
31-Jul-17,20.3,11.3,0,9.1,11.8,1000.3,17.983,
01-Aug-17,20.3,9.4,0,5.9,0.3,1004.1,18.62,
02-Aug-17,21.9,12.7,0,9.3,1.7,997.8,18.665,
03-Aug-17,21,12.4,0,11.4,1.2,994.9,18.642,
04-Aug-17,19.2,10.4,0,6.3,0.2,1004.8,18.13,
05-Aug-17,18.1,8.1,0,3.8,7,1011.9,17.558,
06-Aug-17,17.2,7.8,0,3.9,2.7,1011.9,16.083,
07-Aug-17,19.5,10.4,0,6,1.4,1009.3,17.597,
08-Aug-17,17.7,10.6,0,9.7,0,1011,17.57,
09-Aug-17,21.1,8.5,0,3.3,0,1017.7,17.215,
10-Aug-17,18.9,7.7,0,2.7,0,1018.6,17.455,
11-Aug-17,21.6,12.9,0,8.6,0.8,1010.7,18.39,
12-Aug-17,18.7,12.2,0,10.8,0,1011.7,18.532,
13-Aug-17,18.5,7.3,0,3.1,3,1012.3,17.733,
14-Aug-17,20.8,11.9,0,11.4,36.5,1006.1,17.368,
15-Aug-17,20.7,9.6,0,4.9,0.3,1007.6,17.452,
16-Aug-17,20.7,10.4,0,6.9,0.5,1005.2,17.025,
17-Aug-17,21,9.8,0,4.3,5.4,999.8,17.48,
18-Aug-17,16.9,10,0,5.8,0.7,1003.6,16.63,
19-Aug-17,18.6,9.4,0,7,0.1,1011.4,17.288,
20-Aug-17,16.2,7.9,0,3.3,3.9,1014.3,15.39,
21-Aug-17,20,14.5,0,13,5.7,1012.7,17.445,
22-Aug-17,20.1,13.7,0,10,0.6,1007.7,17.767,
23-Aug-17,20.7,10.1,0,5.8,0.1,1005.6,18.02,
24-Aug-17,19.1,12.3,0,8.1,0.2,1008,17.397,
25-Aug-17,19.1,12.9,0,10.2,0,1009.6,17.06,
26-Aug-17,20.5,11.1,0,6.5,0,1011.2,17.46,
27-Aug-17,22.9,14.1,0,10.2,0,1011.1,19.097,
28-Aug-17,21.1,13.3,0,10.6,2.9,1009.4,19.2,
29-Aug-17,15.7,10.4,0,7,0,1009.6,16.795,
30-Aug-17,18.2,9.6,0,5.5,2.2,1008.1,16.24,
31-Aug-17,16.6,8.3,0,3.7,3.1,1012.4,16,
01-Sep-17,18.8,7.1,0,2.6,0,1018.2,15.495,
02-Sep-17,18.9,5.9,0,1.1,3.4,1011.3,15.05,
03-Sep-17,20,13.9,0,12.3,21.5,1000.2,17.323,
04-Sep-17,19.5,14.1,0,11.4,0.8,1002.1,17.818,
05-Sep-17,18.5,11.5,0,11.8,3.9,1006.3,17.635,
06-Sep-17,18,10.4,0,5.5,0.1,1011.9,16.362,
07-Sep-17,17.2,12.4,0,9.2,0.6,1003.6,16.025,
08-Sep-17,18.1,9.2,0,9.2,4.1,993.8,16.285,
09-Sep-17,17.8,9.3,0,5.2,0.4,995,15.245,
10-Sep-17,17.1,9.4,0,7.3,7.2,988,15.445,
11-Sep-17,17.4,9.5,0,7.7,3.2,988.1,15.488,
12-Sep-17,15.2,7.5,0,2.9,7.1,989.6,13.98,
13-Sep-17,15.6,6.3,0,4.7,1.4,993.7,14.12,
14-Sep-17,16.8,6.2,0,2.5,0.7,1005.2,13.165,
15-Sep-17,15.4,7.2,0,5.5,0.6,1011.8,13.61,
16-Sep-17,12.1,6.9,0,2.6,3.8,1010.3,12.045,
17-Sep-17,16.5,5.9,0,2.2,1.1,1012.1,13.337,
18-Sep-17,17,5.7,0,1.8,0,1015,13.653,
19-Sep-17,19.5,5,0,1.5,0,1012.5,14.2,
20-Sep-17,18.4,11.9,0,11.1,9.2,1006.1,15.365,
21-Sep-17,16.8,9,0,9.4,5.5,1006.4,15.108,
22-Sep-17,19.2,8.1,0,4.2,1.2,1007,14.235,
23-Sep-17,18,7.8,0,5.1,0,1007.7,13.44,
24-Sep-17,19.2,8.2,0,10.8,0,1010.1,15.15,
25-Sep-17,19,6.7,0,3,0,1014.9,13.778,
26-Sep-17,18.2,7.5,0,3.4,0,1013.3,13.58,
27-Sep-17,14.8,11.4,0,9.6,9.4,1006,13.392,
28-Sep-17,17.7,10.4,0,6.8,0.8,1006.1,13.802,
29-Sep-17,16.1,9.2,0,5.7,1.2,1004.2,13.685,
30-Sep-17,15.9,7.8,0,2.3,0,1004.7,12.683,
01-Oct-17,18.2,9.2,0,4.5,1.7,998.8,13.6,
02-Oct-17,15.7,7.5,0,7.8,1.3,1007,13.19,
03-Oct-17,14.3,6.6,0,1.8,0.1,1017.1,11.648,
04-Oct-17,14.8,9.8,0,5.2,4.7,1010.5,12.233,
05-Oct-17,16.1,5.5,0,2.5,0.7,1012.8,13.165,
06-Oct-17,14,4.3,0,-1.2,0.3,1018,11.068,
07-Oct-17,14.3,11.9,0,10.9,0.2,1012.5,13.18,
08-Oct-17,14.7,10.2,0,10.4,0,1014.8,13.56,
09-Oct-17,16,8.4,0,3.5,1.1,1009.9,13.495,
10-Oct-17,15.8,10.6,0,6.1,0.6,1001.6,13.842,
11-Oct-17,16.5,7.8,0,11.1,3.8,1000.2,14.052,
12-Oct-17,17,7.9,0,2.6,0.1,1006.9,11.887,
13-Oct-17,19.9,13.6,0,12.8,4.9,1006.5,15.01,
14-Oct-17,19.9,13.6,0,13.7,4.7,1009.8,15.495,
15-Oct-17,17.4,12.6,0,10.6,2.7,1005.8,14.398,
16-Oct-17,18.1,11.4,0,12.1,0.9,994.6,14.26,
17-Oct-17,14.6,3.9,0,4.7,0,1004.9,12.27,
18-Oct-17,13.6,2.3,0,-1.3,0,1003.4,10.034,
19-Oct-17,14.8,10.5,0,8.2,2.9,991.8,11.932,
20-Oct-17,13.6,5.8,0,1.8,2.1,990.9,11.097,
21-Oct-17,13,8.6,0,7.3,9.3,984.8,11.43,
22-Oct-17,13.5,6.1,0,1.8,0.1,1005.2,10.46,
23-Oct-17,16.6,9.3,0,8.1,0.5,1005.9,12.462,
24-Oct-17,16,9.7,0,5,6.6,1003.6,12.722,
25-Oct-17,14.9,8.9,0,4.7,0.2,1011,11.765,
26-Oct-17,13.7,6.7,0,7.2,0.3,1020.8,11.858,
27-Oct-17,13.1,3.2,0,-0.1,0.1,1028.3,9.314,
28-Oct-17,13.8,8.3,0,0,0.2,1022.5,10.542,
29-Oct-17,14.2,3,0,8.7,0.2,1021.5,11.698,
30-Oct-17,13.4,2.3,0,-1.4,0.7,1022.6,8.915,
31-Oct-17,14,10.1,0,5.1,0.3,1016.7,10.775,
01-Nov-17,15.2,8.4,0,4.5,0,1011.7,10.557,
02-Nov-17,11.2,7.9,0,3,0,1010.9,10.608,
03-Nov-17,11.5,5.7,0,6.3,0,1004.8,9.875,
04-Nov-17,9.9,3.1,0,-0.9,0,1001.4,8.302,
05-Nov-17,9.9,2.8,0,-0.5,0.4,1011.4,5.979,
06-Nov-17,13,2.4,0,-2.5,0,1010.6,7.224,
07-Nov-17,12.9,2,0,3.4,2.3,1008.7,8.11,
08-Nov-17,11.1,0.9,0,-4.7,1.4,1017.6,5.636,
09-Nov-17,12.3,7,0,-2.2,1.2,1016.4,8.882,
10-Nov-17,11.7,6.7,0,1.4,7.8,1012.3,8.807,
11-Nov-17,11.4,4.4,0,5.2,7.3,1006.6,9.113,
12-Nov-17,8.1,1.3,0,-1,0.1,1015.7,6.352,
13-Nov-17,9.7,-0.3,0,-5.2,2.2,1018.9,5.007,
14-Nov-17,13,7.2,0,3.6,1.2,1016,9.066,
15-Nov-17,11.4,4,0,-0.2,0,1015.4,8.649,
16-Nov-17,10.9,2.2,0,1.6,0.9,1017.2,7.486,
17-Nov-17,7.5,-0.6,0,-5.9,0.1,1022.3,4.619,
18-Nov-17,8.6,3.1,0,-1,1.5,1018.5,6.674,
19-Nov-17,10.9,1.9,0,-2,0.6,1013.4,6.171,
20-Nov-17,14.2,10.9,0,5.1,1.5,1005.2,9.54,
21-Nov-17,14.2,11.2,0,8.7,0.4,996.9,10.748,
22-Nov-17,11.7,3.4,0,7.5,45.2,983.1,9.778,
23-Nov-17,7.3,1.3,0,-1,0.4,988.9,6.101,
24-Nov-17,5.7,-0.3,0,-5.9,0.1,1004.8,3.377,
25-Nov-17,4.4,0.1,0,-3.1,0,1013.6,2.455,
26-Nov-17,9.2,1.3,0,-2.3,3,1014.3,3.302,
27-Nov-17,8.8,4.1,0,1.1,0.4,1006.8,5.477,
28-Nov-17,7,-0.3,0,-5,0.1,1009.2,3.086,
29-Nov-17,5,-1,0,-6.5,0,1013.3,1.8,
30-Nov-17,5.4,-1.7,0,-4.8,0.2,1016.1,2.12,
01-Dec-17,5.3,-2.5,0,-7.3,0,1022.2,1.398,
02-Dec-17,7.2,3.7,0,-6.1,0.3,1024,3.421,
03-Dec-17,9.6,6.3,0,-0.1,0.5,1025.6,5.603,
04-Dec-17,7.9,6.4,0,4.3,0,1029.1,6.63,
05-Dec-17,9.7,5.5,0,3.5,0,1025.7,6.531,
06-Dec-17,13.7,9.7,0,4,2,1008.5,7.911,
07-Dec-17,13.8,1.2,0,0.8,5.4,1001.9,6.954,
08-Dec-17,3.1,-0.3,0,-2.8,0.2,1013.7,3.041,
09-Dec-17,3.6,-1.6,0,-5.8,0,1003.9,2.068,
10-Dec-17,4.3,-2,0,-5.5,14.2,982.5,2.465,
11-Dec-17,3.7,-4.2,0,-8.9,0,989.5,1.278,
12-Dec-17,6.4,-0.9,0,-6,0.3,997.3,0.992,
13-Dec-17,6.8,1.1,0,-1.9,6.2,989.7,2.488,
14-Dec-17,5.7,2.2,0,-1.2,0.5,983.4,2.58,
15-Dec-17,6.5,0.5,0,-1.1,0.1,999.9,2.464,
16-Dec-17,6.3,-0.2,0,-4.8,0,1014.9,1.692,
17-Dec-17,11.1,3.6,0,-1.9,1.3,1014.6,4.45,
18-Dec-17,7.1,0.1,0,-4.6,0,1022.5,2.585,
19-Dec-17,11.9,4.7,0,-3.1,0.1,1025.5,4.621,
20-Dec-17,12.1,10.1,0,3.8,0,1026.6,7.553,
21-Dec-17,12.2,10.1,0,8.3,1.9,1026.8,8.505,
22-Dec-17,11.2,9.2,0,8.1,0.3,1028.1,8.955,
23-Dec-17,11.6,8.3,0,6.8,0,1024.4,8.698,
24-Dec-17,11.9,10.4,0,6.7,0.2,1009.4,8.785,
25-Dec-17,12,2.2,0,6.3,13.6,994.8,7.859,
26-Dec-17,4.4,0.7,0,-2.5,0.1,986.4,3.692,
27-Dec-17,3.5,-0.4,0,-5.1,0,992.1,2.254,
28-Dec-17,3.2,-1.5,0,-5.4,0,995.4,1.855,
29-Dec-17,7,0.9,0,-4.6,10.3,986.1,2.569,
30-Dec-17,11.1,0.9,0,0,6.5,983.1,4.102,
31-Dec-17,11.9,3.9,0,2,0.7,981.1,4.758,
01-Jan-18,8.2,3.5,0,-0.4,0.4,993.6,3.413,
02-Jan-18,11,3.7,0,-2,6.2,989.8,4.437,
03-Jan-18,8.3,4.7,0,1.8,2.8,985.4,4.91,
04-Jan-18,9.6,3.4,0,1.9,9.4,983.8,4.767,
05-Jan-18,6.7,0.3,0,-3.2,0,989.3,2.708,
06-Jan-18,6.7,-0.4,0,-5.1,0,1008.6,2.619,
07-Jan-18,6.7,0.5,0,-5.8,0,1023.5,2.06,
08-Jan-18,6,-3.1,0,-8.4,0,1012.6,1.238,
09-Jan-18,8.2,4,0,-7.7,0.9,996.2,3.692,
10-Jan-18,7.3,0.7,0,-4.3,0.1,999.1,3.038,
11-Jan-18,4.8,-1.3,0,-4,0,1012.6,3.508,
12-Jan-18,8.6,-2.1,0,-6.2,0,1012.9,2.84,
13-Jan-18,8.8,4.9,0,-2,0,1005.9,5.304,
14-Jan-18,10.1,-0.9,0,-5.6,1.5,1001,3.705,
15-Jan-18,10,3.3,0,-5,2.4,989.1,5.898,
16-Jan-18,3.8,0.2,0,-1.3,3.6,987.7,3.331,
17-Jan-18,10.9,0.6,0,-0.6,4.2,990.7,2.683,
18-Jan-18,9.8,1.1,0,-0.5,0,990.2,3.672,
19-Jan-18,4.7,0.8,0,-3.7,0,999.9,1.981,
20-Jan-18,4.4,0.5,0,-3.3,8.9,998.7,2.502,
21-Jan-18,12.4,1.9,0,-1.9,17.9,999.9,5.12,
22-Jan-18,10.1,6.9,0,2.9,0,1003.5,5.916,
23-Jan-18,13.3,9.2,0,3.2,0.4,997.1,7.127,
24-Jan-18,12.4,5.5,0,2.6,11.2,988.2,6.279,
25-Jan-18,8.4,4.4,0,-0.1,0,998.2,4.369,
26-Jan-18,7.5,1.3,0,-4.4,0.1,1011.6,4.108,
27-Jan-18,12.9,7.5,0,-1.4,3.1,1014.1,6.717,
28-Jan-18,13.2,8.9,0,4,0.1,1017.7,8.182,
29-Jan-18,11.8,2.2,0,6,5.8,1019.7,7.654,
30-Jan-18,7.2,2.4,0,-3,0.9,1013.5,4.578,
31-Jan-18,7.4,1.1,0,-0.7,5.2,997.1,4.653,
01-Feb-18,7,1.9,0,-1.7,0,1004.6,2.978,
02-Feb-18,7,0.7,0,-5,1.1,1007.8,2.752,
03-Feb-18,6.6,2.2,0,-2.3,0.4,1008.1,3.767,
04-Feb-18,7.1,-0.2,0,-3.7,1.3,1020.7,3.08,
05-Feb-18,5.9,-1.2,0,-5.5,1.4,1022.2,2.661,
06-Feb-18,4.8,-1.2,0,-5.2,1,1017.1,2.499,
07-Feb-18,6,-2.1,0,-7.6,0.3,1014.3,1.566,
08-Feb-18,8.9,3.3,0,-1,0.8,1003.1,4.536,
09-Feb-18,5.5,-0.2,0,-3.9,0.3,1004.8,3.344,
10-Feb-18,10.9,3.7,0,-3.7,4.3,996.5,5.448,
11-Feb-18,4.2,-0.3,0,-1.9,0.3,1000.5,3.936,
12-Feb-18,6.8,-0.5,0,-4.8,0,996.9,2.373,
13-Feb-18,6.8,0.8,0,-1.8,2.4,990.4,3.54,
14-Feb-18,11.2,0.8,0,-4.9,1.3,988.7,3.802,
15-Feb-18,6.4,1.6,0,-1.7,0.1,999.9,3.477,
16-Feb-18,9,1.7,0,-4.5,0.6,1011.5,3.071,
17-Feb-18,10.5,0.9,0,-4.2,0.1,1011.4,4.06,
18-Feb-18,10.6,2.5,0,-2.9,1.6,1011.6,4.922,
19-Feb-18,12.7,5.3,0,5.7,0.8,1014.8,8.03,
20-Feb-18,10.8,0.1,0,-3.3,0.1,1021.5,5.668,
21-Feb-18,9.5,-1.6,0,-5.1,0,1022.2,4.023,
22-Feb-18,6.7,1.4,0,-4,0,1016.8,4.293,
23-Feb-18,5.5,2.2,0,-3.8,0,1012.3,3.61,
24-Feb-18,5.4,-2,0,-1.9,0,1014.4,3.484,
25-Feb-18,7.1,-1.6,0,-7.2,0,1020.6,2.816,
26-Feb-18,2.7,0,0,-5.9,0,1025.5,1.578,
27-Feb-18,4.5,-1.5,0,-5.2,1.8,1022,1.969,
28-Feb-18,0.2,-4.1,0,-3.1,9.4,1012.8,1.701,
01-Mar-18,0.2,-4.6,0,0,7.2,1000.1,1.469,
02-Mar-18,1.1,-0.5,0,0,17.3,989.1,1.262,
03-Mar-18,3,-0.3,0,0,5.9,985.8,1.126,
04-Mar-18,4.9,1.6,0,0,6.7,981.3,0.919,
05-Mar-18,5.2,1,0,0,1.2,978.2,0.765,
06-Mar-18,7.9,1.9,0,-2.9,0.2,980.7,0.741,
07-Mar-18,9.5,0.5,0,-2.8,0.2,984.2,0.72,
08-Mar-18,9.2,-0.3,0,-6,0,989.4,1.464,
09-Mar-18,6.8,-2.4,0,-6.6,2.2,989.9,2.317,
10-Mar-18,13.4,5.7,0,2.3,6.9,982.3,5.626,
11-Mar-18,10.2,2,0,-3.1,0.8,983.9,5.137,
12-Mar-18,11.3,4.4,0,3.8,1.6,990,7.05,
13-Mar-18,10.8,-0.8,0,-4.9,0,997.8,6.079,
14-Mar-18,8.9,7.3,0,3.3,20.3,985.6,7.245,
15-Mar-18,11.9,7.3,0,6.1,1,978.8,8.179,
16-Mar-18,10.5,6.2,0,4.3,4.9,991.1,8.109,
17-Mar-18,6.8,-0.9,0,1.3,5.4,1004.5,4.965,
18-Mar-18,1.9,-1.2,0,-1.9,4.5,1009.9,2.075,
19-Mar-18,6.3,-0.3,0,-0.8,0,1018,2.726,
20-Mar-18,10.1,-3.1,0,-8.7,0,1026.3,4.238,
21-Mar-18,10.7,-1.8,0,-7.5,0,1023.9,4.921,
22-Mar-18,10.1,4.5,0,-1.5,0.7,1004.4,5.967,
23-Mar-18,10.6,5.4,0,4.8,0.8,989.5,7.628,
24-Mar-18,11.9,3.2,0,0.7,0.2,997.8,8.071,
25-Mar-18,11.9,1.7,0,-3.4,0,1007.1,7.447,
26-Mar-18,12,1.5,0,-3.8,1.8,1004.9,7.767,
27-Mar-18,10.6,3.7,0,5.9,1.5,998.6,9.403,
28-Mar-18,10.7,1.1,0,-1.1,0,997.2,8.219,
29-Mar-18,7.3,-0.9,0,-5.6,5.3,991.4,6.034,
30-Mar-18,7.1,1.3,0,-1.4,3.9,992,6.702,
31-Mar-18,7.6,0.7,0,-0.7,0,1000.5,6.227,
01-Apr-18,6.8,2.2,0,-3.1,3.7,1002.2,5.97,
02-Apr-18,7.7,3.2,0,2.8,19.2,989.3,6.122,
03-Apr-18,13.9,4.3,0,5,2,981.2,8.904,
04-Apr-18,6.8,0.6,0,-0.4,10.4,993.2,7.496,
05-Apr-18,9.8,-2.2,0,-6.9,0,1004.8,6.035,
06-Apr-18,14.4,6.7,0,5.6,1.8,996.4,8.738,
07-Apr-18,13.2,4.9,0,1.1,3.8,999.2,9.068,
08-Apr-18,13.2,4.9,0,0.1,11.4,1003.1,9.644,
09-Apr-18,13.4,4,0,-0.5,0.7,999.4,9.229,
10-Apr-18,8.4,6.8,0,5.5,3.9,998.6,8.415,
11-Apr-18,8.9,7.2,0,6.8,0.1,1003.4,8.476,
12-Apr-18,8.1,6.6,0,6.5,0.6,1000.6,8.267,
13-Apr-18,9.4,6.4,0,6.5,0,1002.5,8.611,
14-Apr-18,13.9,4.6,0,0.2,0.1,1004.8,9.737,
15-Apr-18,11.6,8.3,0,7,3.2,997.4,10.31,
16-Apr-18,14.1,7.5,0,3.7,0.4,997.3,10.298,
17-Apr-18,16.4,11.1,0,9.2,2.1,1001.2,12.16,
18-Apr-18,20,10.6,0,7.6,0,1011.4,13.358,
19-Apr-18,19.1,10.2,0,7,0,1015.7,14.967,
20-Apr-18,17.9,5.5,0,0.3,0,1019.1,14.315,
21-Apr-18,17.4,3.5,0,-0.7,0,1010.3,13.95,
22-Apr-18,14.7,8.3,0,5.2,2.2,1002.9,13.523,
23-Apr-18,15.5,8.8,0,6,0,1005.1,12.835,
24-Apr-18,11.6,6.3,0,4.6,6.6,1004.1,11.818,
25-Apr-18,13,5.9,0,1,1.8,1004,11.185,
26-Apr-18,13,5.2,0,1.8,0.3,1006.9,11.218,
27-Apr-18,10.8,2.7,0,3.2,1.9,1004.3,10.66,
28-Apr-18,12.4,0.9,0,-2.9,0,1007.7,10.497,
29-Apr-18,11.2,1.1,0,-3.1,0,1010.3,9.983,
30-Apr-18,14,-0.6,0,-3.9,0,1007.4,10.603,
01-May-18,12.1,4,0,-2.1,1.9,995.9,10.285,
02-May-18,13.2,5.6,0,5.9,1.4,999,12.605,
03-May-18,13.6,6.1,0,1.8,0.4,1010.6,11.458,
04-May-18,19.4,9.7,0,8.7,0,1015.1,14.725,
05-May-18,22,9.7,0,5,0,1017.9,17.09,
06-May-18,23,6.8,0,3.1,0,1015.7,17.868,
07-May-18,22,9.3,0,5.5,0,1009.5,18.788,
08-May-18,17.3,6.8,0,9.4,0.2,1003,17.647,
09-May-18,12.2,5.8,0,1.6,2.4,1000.6,13.467,
10-May-18,14.9,4.7,0,-0.4,0,1005.8,13.218,
11-May-18,12.6,4.8,0,2.8,1.9,1002.5,12.238,
12-May-18,14.7,2.8,0,-1.6,10,1006.3,12.733,
13-May-18,16.9,2.8,0,-1.9,0,1010.5,13.448,
14-May-18,16.4,7.8,0,4.4,0,1015.7,13.935,
15-May-18,18.3,6.9,0,9.9,0.4,1020.5,15.667,
16-May-18,14.3,3,0,-1.6,0,1024.9,14.73,
17-May-18,14.5,4.1,0,-0.2,0,1022.7,15.497,
18-May-18,17.8,3.9,0,0.6,0,1018.9,16.052,
19-May-18,20.6,6,0,2.3,0,1015.1,17.532,
20-May-18,17.8,11.6,0,10.3,2.7,1012,16.392,
21-May-18,17.7,8.1,0,9.9,0.9,1013.7,15.46,
22-May-18,15.8,5.6,0,2.6,0.3,1017.3,14.538,
23-May-18,16.4,5.7,0,1.6,0,1019.7,16.208,
24-May-18,15.4,7,0,2.5,0.3,1017.5,15.423,
25-May-18,21.9,8.5,0,4.5,0,1017.2,18.3,
26-May-18,18.7,12.7,0,12.3,0,1016.3,18.842,
27-May-18,17.6,11.9,0,10.6,2.7,1012.5,17.128,
28-May-18,21,9.8,0,6.5,0,1014.4,19.64,
29-May-18,21,10.6,0,7.3,0,1014.1,20.825,
30-May-18,20.4,9.6,0,5.2,0,1009.9,20.765,
31-May-18,21.9,11.8,0,7.7,0.1,1009,21.468,
01-Jun-18,21.2,11.6,0,9,0.4,1011.2,19.673,
02-Jun-18,21.2,13,0,11.1,0,1011.7,19.255,
03-Jun-18,20,10.8,0,6.2,0,1013.6,20.523,
04-Jun-18,21.2,8.4,0,3.6,0,1012.9,20.585,
05-Jun-18,17.1,9.1,0,8.2,0,1013.4,19.735,
06-Jun-18,19.9,8.4,0,3.9,0,1011.8,20.792,
07-Jun-18,21.9,8.7,0,4.1,0,1012.1,22.295,
08-Jun-18,22.6,10.6,0,6.3,0,1011.9,22.765,
09-Jun-18,21.5,11.1,0,7.4,0,1010.3,23.438,
10-Jun-18,21.3,11,0,6.5,0,1010.6,23.462,
11-Jun-18,19.1,13.4,0,12.5,0,1012.3,21.73,
12-Jun-18,17,9.8,0,7,0,1014.4,19.038,
13-Jun-18,18.6,9.5,0,5.4,0.3,1004.1,18.798,
14-Jun-18,20.3,11.1,0,13.3,0,1000,20.79,
15-Jun-18,17.6,10.3,0,5.8,0,1007.6,19.49,
16-Jun-18,18.4,11,0,9.8,2.3,1004.2,19.755,
17-Jun-18,20.2,10.7,0,9.3,0,1005.8,19.005,
18-Jun-18,19.2,11,0,8.5,0,1011.3,18.735,
19-Jun-18,24.1,9.9,0,7.2,0,1011.9,18.712,
20-Jun-18,18,9,0,13.2,0.8,1013.8,19.038,
21-Jun-18,18.3,5.8,0,0.6,0,1024.6,18.725,
22-Jun-18,19.5,5.2,0,-0.3,0,1027.4,20.392,
23-Jun-18,20.6,7.6,0,3.1,0,1023.6,21.29,
24-Jun-18,24.5,7.9,0,3.5,0,1019.7,22.628,
25-Jun-18,24.8,12.6,0,7.3,0,1020.7,23.253,
26-Jun-18,24.5,11,0,6.1,0,1020.2,23.05,
27-Jun-18,27.9,11.5,0,7.4,0,1020.1,24.153,
